Sin veda@0@@@8007975
Sin veda@0@@@8007977
Sin veda@0@@@8007978
Temporal fija@3@Litorales de Sonora y Sinaloa 1 de mayo al 30 de junio@Mayo y junio@2002649
Temporal fija@3@Litorales de Sonora y Sinaloa 1 de mayo al 30 de junio@Mayo y junio@2002644
Sin datos@0@@@2002652
Sin datos@0@@@2002648
Sin datos@0@@@2002650
Sin datos@0@@@2002645
Sin datos@0@@@2002647
Sin datos@0@@@2002653
Sin datos@0@@@2002643
Sin datos@0@@@2002646
Temporal fija@3@Litorales de Sonora y Sinaloa 1 de mayo al 30 de junio@Mayo y junio@2002651
Sin datos@0@@@4013306
Sin datos@0@@@4013320
Sin datos@0@@@4013675
Temporal variable@3@Del río Bravo al río Coatzacoalcos, Permanente Zona I@Buscar@2002144
Temporal variable@3@Del río Bravo al río Coatzacoalcos, Permanente Zona II@Buscar@2002145
Temporal variable@3@Del río Bravo al río Coatzacoalcos, Permanente Zona I@Buscar@2002146
Temporal variable@3@Del río Bravo al río Coatzacoalcos@Buscar@2002147
Permanente@20@Del río Bravo al río Coatzacoalcos@Buscar@2002148
Temporal fija@3@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@4013170
Temporal fija@3@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@4013171
Temporal variable@3@Del río Bravo al río Coatzacoalcos@Buscar@2002140
Temporal variable@3@Del río Bravo al río Coatzacoalcos, Permanente Zona I@Buscar@2002141
Temporal variable@3@Del río Bravo al río Coatzacoalcos@Buscar@2002142
Temporal variable@3@Del río Bravo al río Coatzacoalcos@Buscar@2002143
Sin datos@0@@@1001349
Temporal variable@3@Del 1 de agosto al 31 de octubre@agosto, septiembre, octubre@2002192
Sin datos@0@@@2002193
Sin datos@0@@@1001671
Sin datos@0@@@1001669
Temporal variable@3@Del 1 de agosto al 31 de octubre@agosto, septiembre, octubre@2002202
Sin datos@0@@@1001673
Temporal fija@3@Baja California y Baja California Sur, Del 1de marzo al 30 de junio @Baja California y Baja California Sur, Del 1de marzo al 30 de junio @1000836
Sin veda@0@@@8005950
Temporal fija@3@~ Golfo de California y resto del litoral del Océano Pacífico:
Del 1 de julio al 30 de octubre~@~ Golfo de California y resto del litoral del Océano Pacífico:
Del 1 de julio al 30 de octubre~@2002421
Sin veda@0@@@8006907
Sin datos@0@@@2003046
Temporal fija@3@~Golfo de California y resto del litoral del Océano Pacífico:
Del 1 de julio al 30 de octubre~@~Golfo de California y resto del litoral del Océano Pacífico:
Del 1 de julio al 30 de octubre~@2002420
Temporal fija@3@1 de Marzo al 30 Septiembre@Todo el año @2003047
Sin veda@0@@@8007462
Sin veda@0@@@8006075
Sin veda@0@@@8006076
Temporal fija@3@ (Golfo de México y Caribe) del 15 febrero al 15 de marzo.@(Golfo y Caribe) febrero y marzo@8006659
Temporal fija@3@(Golfo de México y Caribe) del 15 febrero al 15 de marzo.@(Golfo y Caribe) febrero y marzo@8006668
Temporal fija@3@ (Golfo de México y Caribe) del 15 febrero al 15 de marzo.@(Golfo y Caribe) febrero y marzo@8006289
Temporal fija@3@(Golfo de México y Caribe) del 15 febrero al 15 de marzo.@(Golfo y Caribe) febrero y marzo@8007398
Temporal fija@3@(Golfo de México y Caribe) del 15 febrero al 15 de marzo.@(Golfo y Caribe) febrero y marzo@8007401
Temporal fija@3@(Golfo de México y Caribe) del 15 febrero al 15 de marzo.@(Golfo y Caribe) febrero y marzo@8007402
Temporal fija@3@(Golfo de México y Caribe) del 15 febrero al 15 de marzo.@(Golfo y Caribe) febrero y marzo@8007406
Sin veda@0@@@8006021
Sin veda@0@@@8006170
Sin veda@0@@@8006171
Sin veda@0@@@8006210
Sin veda@0@@@8006211
Sin datos@0@@@
Sin veda@0@@@8006212
Sin datos@0@@@4013229
Sin datos@0@@@4010229
Temporal fija@3@Baja California y Baja California Sur, Del 15 de diciembre al 31 de marzo@Baja California y Baja California Sur, Del 15 de diciembre al 31 de marzo@
Sin veda@0@@@8006688
Sin veda@0@@@8006938
Sin datos@0@@@4010247
Sin datos@0@@@
Sin veda@0@@@8006940
Sin datos@0@@@
Sin veda@0@@Todo el año @8007211
Sin veda@0@@Todo el año @8007212
Sin veda@0@@Actualmente no está establecida una veda. http://www.conapesca.gob.mx/work/sites/cona/dgop/VEDASVIGENTES20170315.pdf@8007215
Sin veda@0@@Todo el año@8007219
Sin veda@0@@@8007222
Sin datos@0@@@4012227
Sin veda@0@@@8007227
Sin veda@0@@@8007228
Sin veda@0@@@8007230
Temporal fija@3@En Tabasco,2 temporadas de veda, una del 15 de abril al 31 de mayo y del 15 de septiembre al 31 de octubre, el segundo periodo.@En Tabasco,2 temporadas de veda, una del 15 de abril al 31 de mayo y del 15 de septiembre al 31 de octubre, el segundo periodo.@4010253
Temporal fija@3@De Veracruz a Campeche, 2 temporadas de veda, una del 15 de abril al 31 de mayo y del 15 de septiembre al 31 de octubre, el segundo periodo.@De Veracruz a Campeche, 2 temporadas de veda, una del 15 de abril al 31 de mayo y del 15 de septiembre al 31 de octubre, el segundo periodo.@4010252
Sin veda@0@@@8007496
Sin veda@0@@@8007556
Sin veda@0@@@
Sin veda@0@@@8005923
Sin veda@0@@@8005944
Temporal fija@3@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@4010349
Sin veda@0@@@8011063
Temporal fija@3@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@4013172
Temporal fija@3@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@Zona I: del 1 de julio al 30 de noviembre. Zona II y III: del 1 de agosto al 31 de diciembre. Zona IV: del 1 de septiembre al 31 de enero@4013173
Temporal fija@3@del 1 de mayo al 31 de julio.@del 1 de mayo al 31 de julio.@
Temporal fija@3@del 1 de mayo al 31 de julio.@del 1 de mayo al 31 de julio.@
Sin veda@0@@@8009293
